,text,offensive
9759,marble block update giant noisy sandblasting machine currently running franklin street,0
9760,theyre worst publicly shamed imo aa–a¬,0
9761,cadillac fully game taking best business regarded,0
9762,need around children think actions excusable put rest,0
9763,gamechanger educators considered education legislation,0
9764,nancy krieger via police violence counts tallied public health agencies,0
9765,kids agency ad held accountable back sweden cuntface,1
9766,im trying got ta work 1am,0
9767,latest euro forecast mjo phase 6 wednesday solidly phase 7 around new years eve cold sign,0
9768,feminism fucking shit called terrorist organization,1
9769,think pro players youtubers etc entertainers entertain viewers paid decently,0
9770,stop comparing others content find love life,0
9771,idea films viewed critically one best things learned college,0
9772,practice everything exciting competitive environment could possibly,0
9773,said extension energy,0
9774,agreed domestic terrorist treated military,0
9775,time congress people everyone able use,0
9776,read fanfic ended like imperial affliction freaking cliff hanger evil illegal questions,0
9777,15 year old sex grown person theyre naaa¿ve yes ultimately adult gross held accountable,0
9778,tell im dangerous arrested asap,0
9779,vip culture pakistan beyond pathetic abolished corruption dangerous thn terrorism,0
9780,already sold us disappointed us epic fail im franklin graham wimps voted,0
9781,text 94833 seamless order way soon given live one block away wow youre lazy,0
9782,happens every week arriving inbox soon enewsletter pennys worth,0
9783,hello parcel delivery today 6pm thanks sarah,0
9784,nba gameplay processing soon next gon na record pes myclub gameplay tomorrow well christmas eve,0
9785,shes liar since watergate shes traitor treated,0
9786,hi claire delivery today 6pm thanks sarah,0
9787,new orleans leaders removing confederate statues antiamerican voted office,0
9788,love ifs buts,0
9789,fans,0
9790,understand celebrities also fucking humans respected way youd want,1
9791,house used recruit businesses lower alabama dont shortsighted,0
9792,regardless google catalog expected use,0
9793,crazy people cant accept fact ash human able spend time family,0
9794,doubt man city sign messi says caballero table yurbetwitlinkurls marked crashed repaired,0
9795,extremist organization hindu terrorist banned thrown india,1
9796,22 justified gods work satisfied whatever heaven points racking,0
9797,ugh poor wolf people cruel labelled monsters,0
9798,finalized could change however sounds like asst head coaching duties finalized soon,0
9799,tracking system tracking says yodel soon according amazon,0
9800,mom finally understands use fb saw new profile pic said im handsome like model aa¯a,0
9801,abuse bad criminalized jeezzz thats incomprehensible,0
9802,website soon,0
9803,place egg water floats dont consume bad thrown away fresh egg sink bottom,0
9804,didnt zimmerman saga show halfcubans white eyes left,0
9805,youre basing tweet meagan fox fergie bianca kajlich white stop chatting shit pls,1
9806,im glad unbelievably loud teenagers flight white hate,1
9807,well judge white inbreed rednecks right,1
9808,justin beiber fans twitter white knights,0
9809,kinda look mean white roses choosing carefully ok,0
9810,dont really know mom got christmas said white gray ones diff gray though,0
9811,think line criticism new atheists white males appeals,0
9812,white conservative christians would bother morals need check,0
9813,look pocket change guys mean white males arent,0
9814,white people gon na die someone said black people fuck hell would break loose,1
9815,feminists feminazisrepublicans white hate muslims hate feminism,0
9816,white dont like white guys,1
9817,thinking getting white roshes air maxs white,0
9818,south dakotans cant white privilege dumb bitch white,1
9819,white people gon na die aaca,0
9820,also notice crowds white cant without blacks latinos aint happening,0
9821,dance want given foolishness never stops remember relatives white amp anything white,0
9822,white mostly males sorry enough win,0
9823,really interesting look impact diversity writers room level upon work create,0
9824,white beans,1
9825,let guessthe college students want ban white christmas white damn white privilege,0
9826,white adidas superstars worth buying aa®,0
9827,k ow white bit assumption,0
9828,notice white uneducated,0
9829,troll says gg meetups white dudesthen actual photo meetupyeah erase minorities,1
9830,dont mention charities like oxfam trocaire white charities helping kids,0
9831,nation mixed go war get involved like white without hurting interracial people,0
9832,also happy see today bc super grumpy celebrating awesome female characters white,0
9833,got email uni saying merry christmas least 50 different languages literally 100 students white irish,0
9834,fav thing abt criminal minds accurate criminals white men,0
9835,fox boys cant handle truth wait white right,0
9836,original sketch jk harry potter characters white,0
9837,im surprised media doesnt story disney racist seven dwarfs white,1
9838,sounds like roz wants people lose jobs diversify suppliers white males supports,0
9839,sggs like gamers white male misogynists women ingustryover 50 gamers women,0
9840,claim ancestral grandfathers say built mounds egyptians pharaohs whitenicca please,0
9841,die anrtrtwoood fans white supremacists js,0
9842,weird everyone posting world getting sensitive take joke white men absolutely idea theyre,0
9843,basically like 5 black people hp movies leads white theres play hermione black,0
9844,white fat fastfoodjunkies baseball caps baggy jeans crying bank,0
9845,sneakers whiteall black red freaking dope,0
9846,perpetrators white men appropriating either black andor indigenousamerican cultures,0
9847,bruh jus one time ian never beg aaca bruh white boys stubborn like,0
9848,people think tyga good white,1
9849,leave alone im triykng work white wont know,0
9850,serious doubts double digits worth supporters trump white supremacists,0
9851,like white hubby friend beard us wearing knitted beanies like,0
9852,funny grudens real tes white adding benjamin watson,0
9853,mass murderers white another blatant jew lie,1
9854,reviewing analytics results recommend loud music beats dr dre eminem walkmen rotation suggestions,0
9855,aa€aa€aa€aacaaca±aaca€aacauaac merry christmas going happy one orbit blessed merry christmas aacaacaaca€,0
9856,yeah thats fine im getting concussed way xxx,0
9857,realized shoes wanted wear lockeraa » a€aa » a‚¬,0
9858,said one know hands hair clothes roomaaca€,0
9859,web mdeither bladder cancer difficulty walking upstairs amp symptoms head makes sense,0
9860,animals room like real mexican standoff,1
9861,im sorry loss jesse family prayers,0
9862,im thankful humans life ones future,0
9863,soul tormenting,0
9864,dislike much donald trump category,0
9865,four records personal top 50,0
9866,favourite songs life eleanor rigby lady madonna guitar gently weeps list goes onaa–a€°,0
9867,process of2016 see youim excited prayersaa,0
9868,maybe million miles away heart stay aau,0
9869,appreciate people life aa–,0
9870,maybe dont speak languagemaybe dont live country aauand stayaaca€,0
9871,thanks huge fan awesome spartacus fav 30 minutes tv,0
9872,hands hairhis clothes roomand voice familiar sound,0
9873,days nights spent thinking dreams come tru life,0
9874,hope everything going okay family prayersaaua¥a¸ae,0
9875,cleaning ladies house right resorted hiding parents walk closet trying sleep,0
9876,neither stack borrowed movies enjoy aladdin,0
9877,stomach,0
9878,pork steak cake wine soda fuck stomach,1
9879,part christmas life daily,0
9880,thermosand dried think im trying world,0
9881,journal,0
9882,someones specs car,0
9883,hey guys might know musicly insta love fans follow musicly insta usernames bio love ya,0
9884,thoughts hoping things get better happy holidays mer,0
9885,im sorry youre much pain thoughts nothing positive vibes coming way,0
9886,neither check account aa » a‚¬aa » a‚¬aa » a‚¬aa » a‚¬,0
9887,number people office 4 including chances ill get go home early 0,0
9888,im sorry loss family prayers aac,0
9889,hands hair clothes room,0
9890,feeling like dickhead telling someone seat cinema good seat,1
9891,prayers aa » aeaaefrom lips gods ears,0
9892,hallmark christmas movie watching buddy three boxers lap,0
9893,say love life people life aa–aaaca,0
9894,catch new year promise meantime xmas soundtrack aa » a€ buon natale presto xx,0
9895,sorry loss hannah amp family thoughtsaa » aeaae,0
9896,van cop car regular cop car neighbour hood rn,0
9897,overwhelming amount cookies house,0
9898,people go school today thoughts yall im sorry worst,0
9899,smile brightly nod happily making sure last things locker awesome im glad actually want,0
9900,notice every time friends car gum goes missing aa®,0
9901,happy girl yall prayers,0
9902,little say much timedespite mouth words mind,0
9903,cfj also sickening made want vomit seeing wonder goat humping men put bags head,1
9904,question hair hidden dont men also wear bags identical hair,0
9905,donaaa » know men women fans running naked across field bags heads yogi berra,0
9906,whole scene discussing holes bags heads freaking priceless,0
9907,tall rangy shitheads bags shoulders love jump 20 feet kickpunch friends,0
9908,family beautiful wear bags head sell combs,0
9909,looks get far jessi gon na ugly stripper ones bags heads aa–a€°,0
9910,id love see theyd choose miss mooslim bags heads,0
9911,anybody wearing paper bags heads,0
9912,giants players wear brown bags heads next time receive comped court side seats msg,1
9913,jimmy clausen started today shouldve matching mustard bags heads,0
9914,cousins game va beach wonder bags heads yet,0
9915,fans show might brown paper bags heads,0
9916,men women yogi berra repliedi dont know bags heads,0
9917,damn shame steve young jim mcmahon probably paperbags heads moment,0
9918,fans show brown bags heads team flat embarrassing,0
9919,pretty fucking hideous think wore bags heads,1
9920,voters ryans wi district paying attention wear paper bags heads oust 16,0
9921,oiks putting carrier bags bicycle seats secret code sort,0
9922,fans start showing consol wearing brown paper bags heads team pathetic,0
9923,else wearing paper bags heads games going identify invasive fancam,0
9924,gcacho fans 49er subreddit going wear paper bags heads sundays game,0
9925,dr farris dated girls ugly looked better bags headsaa–a€°aa®a « aa–a€°aa®a «,0
9926,dont know men women fans running naked across field bags heads,0
9927,speaking auto erotic asphyxiation come tory mps stopped snuffing bags heads used thing,0
9928,yeah need bags heads go uniforms,0
9929,puts bags heads,0
9930,cant wait see girls left makeup school come paper bags heads tomorrow,0
9931,mums making policemen put plastic bags boots dote get mud ont carpet lol,0
9932,joey lane wear paper bags heads,0
9933,bunch folks driving bags heads small eyeholes,0
9934,think women stop putting black bin bags heads 250 500 years timely,0
9935,fans could empty put bags heads,0
9936,paper bags heads,0
9937,staff begun checking bags loud protests four strollers two babies also bunch loose bags,0
9938,assuming theyre playing paper bags heads,0
9939,remember niggas really hard put plastic bags js rainy days lol,1
9940,im curious significance palpatine windu obiwan saying someone must killed greater good,0
9941,30 republicans killed abject stupidity,1
9942,would choose gay country killed,1
9943,well gon na killed heyyy ’ a–a¡a ” a©ae,0
9944,beautiful things killed fun,0
9945,seems useless fighter land never owned okay killed land inhabited,0
9946,animal deserves killed fashion tell gilt stop selling exotic skins,0
9947,much disagree sisters id kill even killed got id lost without aau,0
9948,mavs coach snapped lmaoooo byron would killed,0
9949,killed white man,1
9950,sooo god condemns aampe eating frut reincarnates man killed 12,0
9951,aladl everyone trying kill dying make killed dying body past,0
9952,fact 51 muslim americans believe people killed drawing picture muhammad pew poll,0
9953,people generally need killed disrespectful,0
9954,killed lifestyle,0
9955,downey ca someone doesnt adopt little guy quickly killed space precious pommie,0
9956,ok ask killed christmas,0
9957,dont know ive forgotten times said wont forget im sorry probably deserve killed,0
9958,something want say chewie film im worried ill killed spoilers,0
9959,mussilm says shouldnt talk mussilms else provoke atracks mussilm killed treason,1
9960,ignorant plain hateful usual sure wouldnt eat ramallah jenin hed killed jew,0
9961,shouldnt give fuck 89 muslims legally killed leaving islam,1
9962,creature dead killed prayer xp still wip balancing done,0
9963,people try rob stores shoot people week christmas fucking losers killed even trying lowlifesaa–ac,1
9964,patriotism willingness kill killed trivial reasons,0
9965,ok pulled minor traffic stop killed everyone involved murders,0
9966,holiday season black women reminded killed speaking truth speak anyway,0
9967,im saying right gutsy move moves parcells killed thats far list,0
9968,dont feel sorry woman wear whatever wantsshe might killed itits choice,0
9969,satan working plan worldwide killing christians know christ real jesus said youll killed names sake,0
9970,country sect muslim countries would killed converting new religion,0
9971,adoptable dog killed cold help aaa® carl marx erriskaa,0
9972,thing standing whats right fact u could killed right thing,0
9973,know kind people tried challenge knew going killed said saint hell,0
9974,travel attend often large funereal lunch arranged lenten foods mostly animals killed grief gtgt,0
9975,animals pay killed dinner aaea¬ aaea¿ aae aac aaca‡,0
9976,moment thought ill killed pointing,0
9977,people defend marital rape problem asking underage person killed rape didnt marry first,0
9978,concern cowsbuffalos slaughtered beefwhy shud killed satiety,0
9979,adoptable dog killed cold help,0
9980,thats call bitch made nigga,1
9981,still hitting females nigga set bitch made nigga coward ass insecure ass mfvckin phony im sure broke af,1
9982,fuck chris walmart pleasant grove hes bitch made nigga prolly dont suck toes,1
9983,31 tonight dagger nice try bitch ass soft ass trick ass mark ass weak ass dusty ass bitch made nigga,1
9984,cant stand bitch made nigga sneak dissin,1
9985,hes bitch made nigga period pussy aa–a§aa–,1
9986,lol cant trust none bitch made niggas lmfao,1
9987,like really pisses every time hes bitch made nigga amp thats aa–,1
9988,aint street nigga bitch made nigga aaca¿aa–a€°,1
9989,sorry bitch putting hands woman bitch made nigga,1
9990,thats bitch made nigga hood nigga,1
9991,bitch made nigga shit,1
9992,lyric bitch made nigga,1
9993,bitch made nigga,1
9994,yea bro bitch made nigga talkin bout action im papers cant forget,1
9995,oh hell nah thats shit goes bitch made nigga gon na put hands nope,1
9996,bitch made nigga lay hands female shes threatening life way,1
9997,bitch made nigga certain im god world full serpents take nigga life purpose,1
9998,try nigga get knock like bitch made nigga,1
9999,bitch made nigga shit impress friends smh,1
10000,disloyal fool ass bitch made nigga,1
10001,man fck bitch made nigga im gettin bottle alright hhaha,1
10002,bitch made nigga soft ass swings im sick,1
10003,bitch made nigga aa–ac,1
10004,bitch made nigga,1
10005,lovin kissin cuffin hoes aa–a€¡aa€,1
10006,chest hurt tired savin cuffin hoes,1
10007,dont cuffin hoes fuckin hoes,1
10008,yall better stop cuffin hoes next year,1
10009,dont cuffin hoes bustin hoes thats way go,1
10010,cuffin hoes cuffin hoesaaua « aaca¿,1
10011,cuffin hoesaa®,1
10012,aa–a€°aa–a€°aa–a€° yall cuffin hoes man,1
10013,stop cuffin hoes aa–a€°,1
10014,niggas cuffin hoes flip floppin ones since day one okaayaa–a€°aa–a€°,1
10015,got ta stop cuffin hoes rns aaca¿aaca¿,1
10016,aint cuffin hoes neva eva cop,0
10017,cuffin hoes mane thats went bad,1
10018,big brother told dont cuffin hoes,1
10019,people stay cuffin hoes smh,1
10020,ian da one posed cuffin hoes look like captain save hoeaa–,1
10021,cuffin hoes cuffin hoes,1
10022,u cuffin hoes aa–a€°,1
10023,dont cuffin hoesi bustin hoes,1
10024,stop cuffin hoes,1
10025,im wayy tooo ugly tootin n bootin needa start cuffin hoes lol,1
10026,cuffin hoes niggas copsaa®aa‚,1
10027,damn cuffin hoes young ok tho fam fdb,1
10028,cuffin hoes u know im wid,1
10029,let find yall cuffin hoes christmas aa–a€°aa¯a,1
10030,lovin hoes cuffin hoes smash,1
10031,cuffin hoes dash,1
10032,cuffin hoes,1
10033,cuffin hoes aa¯a‹,1
10034,cuffin hoes man went bad,1
10035,cuffin season cuffin hoes,1
10036,niggas much better faggots like,1
10037,dont follow faggots like go back mommy cry,1
10038,yeah especially faggots like,1
10039,christmas bro expect time lepak disturb faggots like,1
10040,social media faggots like go express fear thank letting us know youre afraid,1
10041,everything wrong w hate spreading faggots like,1
10042,think means take back spineless deracinated white faggots like could wrong though,1
10043,im sharp witted quick thinker mock faggots like,1
10044,sick pretentious faggots like,1
10045,im scared faggots like strive remove degeneracy like world fight faggot,1
10046,dont give hysterical faggots like time day,1
10047,sends faggots like hiding least,1
10048,laugh faggots like football twitter without youre nothing,1
10049,dont start shit mix cause attention seeking faggots like start,1
10050,curve faggots like,1
10051,tried reviving multiple times got like 2 comments per thread lmfaoooo nv fans except faggots like,1
10052,wife aa€ngelholm smaa « faggots like swedish youre clearly mix breed,1
10053,would mean gay faggots like would go,1
10054,blame america policies 1 man think gays faggots like suck bbd,1
10055,swear faggots like always seem start trouble aa®,1
10056,good clickb8 m8if hed endorsed killing faggots like one would care,1
10057,reason dont feel sorry faggots like cant go watch movie im stopping enjoying,1
10058,hey jesse crybaby faggots like create civilization asspounded sissiness give us western glory,1
10059,reason like trump destroys faggots like ability control messaging lies,1
10060,well guess youre blocked im mood deal fucking faggots like right,1
10061,lol thats argument faggots like always make silly fool,1
10062,yes fuck faggots like worthless piece shit like,1
10063,faggots like ruin tv shows,1
10064,everything yall except faggots like,1
10065,kamcord clash streamers faggots like others,1
10066,also im standing im standing genders reputation faggots like ruin,1
10067,annoying faggots like,1
10068,faggots like far brain dead us,1
10069,weak faggots like prefer led,1
10070,dont post pictures valuable job marxist faggots like run world,1
10071,term black dick obsessed faggots like,1
10072,hurting annoyed faggots like find next episode dbz,1
10073,fuck outta go get,1
10074,fuck outta killing lungs,1
10075,aa–a€°aa–a€°what fuck outta,1
10076,wait secondwtf ive seen pic photoshopped fuck outta bitch,1
10077,getting mad shes one distancing soo fuck outta,1
10078,goddamn flower fuck outta psycho mantis shit,1
10079,kcam1 bitch trying handle fuck outta,1
10080,sound like emotional cry baby bitch fuck outta wit pussy shit boi real tawk,1
10081,racism get fuck outta,1
10082,baltimore shouldnt even proud shit aa–a©aa–a©aacaaa–a€°aa–a€°aa–a€°aa–a€° fuck outta dummy,1
10083,christmas ima see 2016 new year new aa–a€°aa–a€aacaaa–a‡ fuck outta,1
10084,fuck outta vice,1
10085,office im gettin da fuck outta byeeeee aa–,1
10086,people slandering r kelly ones belting ignition remix bars last night fuck outta,1
10087,fuck outta louis birthday harry got ta steal spotlight,1
10088,fuck outta,1
10089,id serve fuck outta drinks fuck outta,1
10090,wait people want back life wen im better fuck outta aa–a€°aa¬a « aaea¥a¸ae,1
10091,spent 25 myteam packs best player got nene get fuck outta 2k,1
10092,anything start say theyve done much like fuck outta,1
10093,kim k emojis nowjesus christ course make sort money 299 app store fuck outta,1
10094,ew fuck outta shit aa–a€¡,1
10095,mac33miller know many people message us asking ur obsessed annoying lmfao get fuck outta,1
10096,bullied damn kid get fuck outta bullshit,1
10097,dont ever put name lazy shit fuck outta,1
10098,yooooo wrist hurt bad tho seriously need get plate screws whatever fuck outta,1
10099,get fuck outta omgggg,1
10100,cant believe r kelly stuff im seeing dont pile white people us get fuck outta,1
10101,fuck outta here^^,1
10102,cant wait graduate get fuck outta,1
10103,get fuck outta,1
10104,born way fucking wasnt wasnt born world male ah love male amp female ah love female fuck outta,1
10105,shaquiraaa aa–a© get fuck outta aa–a€°aa–aa–aa–,1
10106,aint talking money fuck outta,1
10107,nigga tweaking im still bumping 12 play fuck outta,1
10108,get fuck outta aa » ae,1
10109,im bout get fuck outta,1
10110,like get fuck outta aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€° speak bs someone else give advice aa€aa–,1
10111,fuck nickname gon jeffaa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€° fuck outta,1
10112,lol face symmetrical fuck outta,1
10113,fuck outta bullshit done assaa–a€°aa–a€°aa–a€°aa–a€°,1
10114,last day work till 4th cudnt happier get fuck outta haha aa¯a aa¯a «,1
10115,get uggs fuck outta,1
10116,everyone must likeget fuck outta,1
10117,since cant wear roshes rain im wearing boots work fuck outta,1
10118,probably mad cuz edges gone aa¬a « fuck outta,1
10119,like emory doesnt want leavean f comp sci get fuck outta shit dude last requirementgod dammit,1
10120,fuck u talking bout going college grass aint even cut,1
10121,u moron fuck u talking,1
10122,fuck u talking,1
10123,fuck u talking lanky botch,1
10124,niggas want dead everyday wake fuck u talking bout aint talking paper huhhhhh aacaa,1
10125,sucking dick dont post snaps talking fuck u talking much sucking dick,1
10126,da fuck u talking,1
10127,boy cat fuck u talking,1
10128,christmas everyday get gifts new shit anytime want fuck u talking bout,0
10129,obviously laugh fuck u talking bout,1
10130,fuck u talking bout,1
10131,wat fuck u talking bout fool mma jag fan u say fuck bitch duval love jags,1
10132,fuck u talking nathan,1
10133,fuck u talking aboutif dont love u fuckin suit urself situation possible,1
10134,make bookings dm put bit shimmer eyelids gloss lips fuck u talking bookings,1
10135,fuck u talking ant man aacaaa¯aae shit good,1
10136,cavs gone gofuck u talking,1
10137,rich fuck u talking bout u feel guilty,1
10138,bitch fuck u talking,1
10139,shut bitch cause yo thot ass got hella niggas fuck u talking bout aa–a€°aa–a€°,1
10140,nah u dont fuck u talking bout,1
10141,fuck u talking boutaa–a‡these mfs used bomb,1
10142,fuck u talking toaa » a€,1
10143,fuck u talking bout homie run get dun,1
10144,dont fuck u talking,1
10145,funny folks try talk youn fw themaa–a€°aa–a€°aa–a€°aa–a€°aa–a€° fuck u talking,1
10146,idk girl called scarlett bitch like da fuck u talking slime,1
10147,nigga amp throw strike fuck u talkinghes outta,1
10148,emmymairee fuck u talking lol aa–a¯ fault u dont talk anymore,1
10149,fuck u talking bro nigga swaggylluminati killin shit,1
10150,im everyday fuck u talking,1
10151,therealchassy actually told ft b geo put sc calling u bitch fuck u talking bout,1
10152,ill tag fuck u talking,1
10153,aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aa–a€°aaca bitch make twice much bitch 2 jobs school fuck u talking mud face bitch,1
10154,woah woah bitch dont fucking put kids shit well taken care fuck u talking abt u mad ugly,1
10155,bitch wya right fuck u talking bout,1
10156,fuck u talking bout ya fuckin skelper yer maws bin man,1
10157,fuck u talking bout grammy,1
10158,every day pretty much white day media fuck u talking,1
10159,like da fuck u talking aa–a€°,1
10160,bitch alredy saw pics bruises btoken bones thr fuck u talking,1
10161,ed sold 3 days wembley stadium fuck u talking,1
10162,well fuck,1
10163,lion maker wan na fuck,1
10164,smith dont got ta cuss raps sell records well fuck fuck,1
10165,lmaaooo fuck aa–a€°aa¬a « a¥a¸ae,1
10166,penalizes lawabidingfuck,1
10167,fuck world fuck,1
10168,*ill fuck,1
10169,fuck thenaa–a€°aa¬a€,1
10170,well fuck assholeaa¬a « aaea¥a¸aeaa–a§,1
10171,399 fuck,1
10172,fuck effects,1
10173,fuck winter houston dont want round anyways,1
10174,fine fuck mom rolls eyes im leaving,1
10175,dont play makeupblow fuck bet ass fuck,1
10176,fuck u fuck u fuck,1
10177,fuck aa–a§,1
10178,lol shut saul im starting anything im stating facts iight fuck,1
10179,k thanks k thanks k thanks fuck,1
10180,awwww fuck,1
10181,yea well fuck nice day butt hurt youre still brainwashed huh,1
10182,try help people shoot well fuck,1
10183,fake friend sneak dissing fuck never told nigga upload something paperwork damn expose nigga,1
10184,well fuck aa–a–,1
10185,woke 4pm dark already fuck winter,1
10186,know everybody happy gon na 74 christmas eve fuck,1
10187,ill frown want fuck,1
10188,yeah fuck,1
10189,well fuck half dead ass nigga aa » a‚¬aa » a‚¬aa » a‚¬aa–a€°aa–a€°aa–a€°,1
10190,fuck aa–a–aa–acaa–a€°,1
10191,fuck aa–aaaaeaa–a–,1
10192,left rockwell 8 jgh fuck traffic aa–aaaaea©,1
10193,fuck buddy,1
10194,fuck santa,1
10195,dont know fuck,1
10196,fact mom said wants make cookies candy laura today clean room themfuck mom,1
10197,fuck fluffybuns fuck youuuu,1
10198,oh fuck aa–aaaae,1
10199,omg like fuck mean freak unfriended u right away,1
10200,hey fuck ios aa®aˆ,1
10201,day 1 hahahaha fuck aa–,1
10202,wearing obnoxiously red christmas corduroys work go hell amp fuck,1
10203,masser fucking hate youre tall someone report shit,1
10204,fucking hate aa–a€°aa–a€°,1
10205,fucking hate suki hana disgusting,1
10206,fucking hate guys,1
10207,fucking hate bye,1
10208,mine id pissed wasnt mine fucking hate,1
10209,excuse rude really fucking hate,1
10210,beating kids wont teach respect itll teach fucking hate lmao,1
10211,im mad fucking hate aa–,1
10212,fucking hate,1
10213,wan na tell fucking hate right,1
10214,fucking hate tbh,1
10215,antlers car fucking hate,1
10216,everyone born rich never work day life daddy hands money fucking hate,1
10217,fucking taking younger siblings 5 hours away father youre jealous bitch amp fucking hate aa–,1
10218,fucking rat fucking hate,1
10219,fucking hate amber berkitt,1
10220,fucking hate lmao,1
10221,bro fucking hate lmfaoooolol im crying aa–aa–,1
10222,fucking hate really want,1
10223,fucking hate omg got everywhereaa–a€°aa–a€°aa–a€°aa–a€°aa–aa–,1
10224,honestly fucking hate,1
10225,love you+i knowdo love me+hell fucking hate you*next page someone ends beheaded*,1
10226,got new jeans like 5 days ago n went wipe foundation n took colour right topshop fucking hate,1
10227,lol fucking hate,1
10228,ruining humanity amp everyones life self gain fucking hate fucking much sick fuck,1
10229,fuck boob worst thing even got fucking hate fuck boob,1
10230,asshole posted ashtons mom address fucking hate fuck get ass hide im gon na hunt,1
10231,im really starting fucking hate dont hate anyone,1
10232,god fucking hate,1
10233,michael hackenberger fuck fucking hate hope die hope never allowed train another animal ur life,1
10234,hate word p***y fucking much ever say near ill probably cry fucking hate,1
10235,fucking hate youaa– thats exactly bullying cyberbullying much like,1
10236,fucking hate lauren 9,1
10237,dont know whyyy fucking hate soooooo much,1
10238,decided grocery shopping today tomorrow good idea fucking hate,1
10239,worries ps fucking hate pps see 5 x,1
10240,like sad eyes bad guysmouth full white lies,0
10241,sad eyes bad guys mouth full white lies,0
10242,mouth full white lies,0
10243,theres cute section target cards full white elephantlike gifts,0
10244,room full white ppl n nigga shit come tv aa–acaa–a±,1
10245,end 2015 truck full white boys ride flash gun good ol winchester virginia,0
10246,cant wait till entire ig feed full white girls new lotion body wash leggings underwaterlike fuck offwe get ityour basic,1
10247,swear theres island full white peoples dance havent found yet,0
10248,existential questionif hillary gets confused uses fake negro dialect room full white hispanics still pandering,1
10249,like sad eyes bad guysmouth full white lieskiss corridorbut quick tell goodbye,0
10250,think tank behind coordinated war hijab packed full white supremacists useful brown idiots,1
10251,bad guys mouth full white lies,0
10252,cmon everyone already knows egypt movie full white people aa–a€°,0
10253,prior 2 days christmas true love gave 2 turtle doves amp room full whiteaa,0
